,abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
5244,The Trump administration’s report to Congress sees states taking responsibility for coronavirus testing with federal guidance.,2020-05-25T18:48:50+0000,News,1049,,‘This Is Not the Hunger Games’: National Testing Strategy Draws Concerns,Health,
5246,"The president, who has wondered aloud to aides why the convention can’t be held in Florida, said North Carolina’s governor needed to “guarantee” that the event could be held in August.",2020-05-25T14:43:23+0000,News,687,,Trump Threatens to Pull Republican National Convention From North Carolina,U.S.,Politics
5249,"Recently elected to the Hall of Fame, he led Creighton, Arkansas, Kentucky and Oklahoma State to the N.C.A.A. tournament as he piled up 806 victories.",2020-05-25T22:47:31+0000,Obituary (Obit),895,21.0,"Eddie Sutton, 84, Winning Basketball Coach at Four Schools, Dies",Sports,Pro Basketball
5250,How well did you follow the news this past week? How many of these 10 questions can you get right?,2020-05-26T13:39:28+0000,Interactive Feature,0,,"Weekly News Quiz for Students: China, Dam Breach, Michael Jordan's Sneaker",The Learning Network,
5251,A botched effort to reward people keeping the coronavirus in check leaves doctors and nurses who demand their due facing scrutiny.,2020-05-25T12:58:33+0000,News,1554,8.0,"Putin Speaks, Officials Shrug, and Doctors Are Caught in the Middle",World,Europe
5252,"Aston Martin is re-creating the Bond DB5, as seen in “Goldfinger,” with all the (responsible) spy gear it could stuff into it.",2020-05-25T04:01:09+0000,News,970,7.0,"James Bond’s Car Comes to Life With Oil-Slick Sprayer, but No Ejector Seat",Business Day,
5257,CUNY must be saved from needless cuts.,2020-05-26T09:00:11+0000,Op-Ed,879,,The Backward Logic of Austerity Threatens America’s Most Vibrant Campus,Opinion,
5258,"The company, founded by Richard Branson, had hoped to show that it can send small satellites to orbit from virtually anywhere.",2020-05-25T15:06:22+0000,News,875,20.0,Virgin Orbit Launch Attempt Ends Without Trip to Space,Science,
5261,"A country known for litigiousness has gingerly restarted court proceedings, and lawyers are bracing for chaos.",2020-05-25T11:44:44+0000,News,1085,8.0,"Spain’s Courts, Already Strained, Face Crisis as Lockdown Lifts",World,Europe
5265,The top adviser to Prime Minister Boris Johnson caused a furor after it was learned he had driven 260 miles to his parents’ home.,2020-05-25T21:47:46+0000,News,1188,6.0,Dominic Cummings Offers a Sorry-Not-Sorry for U.K. Lockdown Breach,World,Europe
5267,"A look back at the passionate activist and writer, as he appeared in the pages of T.",2020-05-27T20:52:37+0000,News,187,,Remembering Larry Kramer,T Magazine,
5268,First-quarter profits shrank at the fastest rate in over a decade. Analysts don’t like what they see coming down the pike. Investors keep pushing stocks higher.,2020-05-27T07:00:06+0000,News,920,4.0,"Dismal Earnings, Bullish Stock Investors and the Fed’s Invisible Hand",Business Day,
5269,"HBO needed an actor to portray pulp fiction’s most successful criminal defense attorney. Rhys, an Emmy-winner for “The Americans,” took the case.",2020-05-27T09:00:18+0000,News,1556,9.0,"In ‘Perry Mason,’ Matthew Rhys Plays Defense",Arts,Television
5270,Here’s what you need to know at the end of the day.,2020-05-27T21:53:20+0000,briefing,1185,,"SpaceX, Hong Kong, Larry Kramer: Your Wednesday Evening Briefing",Briefing,
5271,How do you decide who belongs in yours? What if you join and find it’s not working out? And what if you aren’t invited to one at all?,2020-05-26T22:30:05+0000,Op-Ed,1101,25.0,"The Quarantine Bubbles Are Coming and I, for One, Am Stressed",Opinion,
5273,Scientists are revising the timeline of how the virus spread. Education Secretary Betsy DeVos said she would direct public school districts to share federal aid with private schools.,2020-05-27T09:25:17+0000,News,4147,,"Four Months After First Case, U.S. Death Toll Passes 100,000",U.S.,
5274,The president is spreading a vile conspiracy theory on the platform. Maybe Twitter should finally hold him to its rules.,2020-05-26T09:00:12+0000,Op-Ed,1452,,Twitter Must Cleanse the Trump Stain,Opinion,
5275,Children whose parents work on the front lines of the coronavirus outbreak worry about jobs they say are important but hazardous.,2020-05-27T13:08:34+0000,News,1018,7.0,Pride and Panic: Children of Health Care Workers Grapple With Pandemic,U.S.,
5277,The window beside you could become the most glorious screen in your life. You just have to be patient.,2020-05-27T16:45:06+0000,Letter,768,,Finding a Balance Between Solitude and Loneliness,At Home,
5279,"Bertha was named a tropical storm less than two hours before it made landfall near Charleston, S.C., on Wednesday.",2020-05-27T20:29:21+0000,News,342,,Tropical Storm Bertha Could Cause Dangerous Flooding in the South,U.S.,
5280,"After years of ignoring and being ashamed of my hair, the coronavirus pandemic is forcing me to reassess our relationship.",2020-05-27T19:00:10+0000,Op-Ed,1228,,Lockdown Taught Me to Care for My Natural Hair,Opinion,
5281,Prosecutors charged a New Jersey man who was part of an unlikely crew that sought a lucrative deal to provide desperately needed protective equipment.,2020-05-26T20:58:23+0000,News,1287,12.0,"A Car Salesman, a Macedonian Ex-Minister and a $45 Million Mask Scheme",New York,
5282,France and Belgium said the suspects were part of a wider network that transported the 39 Vietnamese migrants whose bodies were found in Britain last year.,2020-05-27T16:20:32+0000,News,729,17.0,26 Arrested in People-Smuggling Case Linked to U.K. Truck Deaths,World,Europe
5283,Plenty of producers are making content to get you through this moment. Here are new coronavirus-related shows to help make your quarantine a little less lonely.,2020-05-27T15:50:07+0000,News,1030,,Podcasts for the Pandemic Era,Arts,
5285,Readers discuss the president’s claim that a prominent TV host was guilty of murder and Twitter’s refusal to remove it and other untrue tweets.,2020-05-27T18:30:53+0000,Letter,526,26.0,"Trump’s False Tweets, and Twitter’s Response",Opinion,Letters
5286,"Actors’ Equity Association, which represents 51,000 theater performers and stage managers, lays out guidelines aimed to keep its members safe.",2020-05-26T22:10:04+0000,News,753,2.0,Union Insists Actors Shouldn’t Work Till Epidemic Is ‘Under Control’,Theater,
5287,She wanted a cat that looked like a tiger. Meet the toyger.,2020-05-27T10:00:08+0000,News,1436,,You Thought Your Cat Was Fancy?,Style,
5297,The former deputy attorney general was a key part of the investigation. The hearing will also give Trump allies a prominent platform to attack it.,2020-05-27T22:02:46+0000,News,1034,22.0,Rosenstein to Testify on Russia Inquiry to Panel Led by Trump Ally,U.S.,Politics
5298,Many need repairs. Let’s fix them before climate-related flooding gets worse.,2020-05-27T09:00:14+0000,Op-Ed,941,27.0,The Michigan Dam Failures Are a Warning,Opinion,
5300,"The aide, Dominic Cummings, has the ideas and organizational skills that the British prime minister himself knows he lacks and badly needs.",2020-05-27T19:13:36+0000,News Analysis,1001,8.0,Boris Johnson Defends ‘Toxic’ Aide Again. Why Protect a Political Burden?,World,Europe
5301,"Education Secretary Betsy DeVos says she will force public school superintendents to share coronavirus rescue funds with private schools, some of which are facing ruin.",2020-05-27T17:26:54+0000,News,1406,11.0,DeVos Demands Public Schools Share Pandemic Aid With Private Institutions,U.S.,Politics
5302,The New York governor said he asked the president for help with some long-stalled infrastructure projects.,2020-05-27T11:26:22+0000,News,2267,,Cuomo Meets With Trump at White House,New York,
5303,The famous photographer sought out an empty city. Our photographer found a Paris evacuated by the coronavirus.,2020-05-27T09:00:48+0000,News,809,14.0,"Atget’s Paris, 100 Years Later",World,Europe
5304,"The absence of people outdoors has produced a rare positive payoff in most American cities, big and small.",2020-05-26T09:00:21+0000,News,1440,7.0,"A Pandemic Bright Spot: In Many Places, Less Crime",U.S.,
5306,The social media platform finally decided on Tuesday not to let the president behave with impunity.,2020-05-27T23:13:38+0000,Op-Ed,1053,,"Twitter Tsks, and Trump Fumes",Opinion,
5307,"If NASA’s new 2020 missions have inspired an interest in science and celestial objects, these apps and sites can open a whole new batch of worlds.",2020-05-27T16:45:46+0000,News,763,8.0,Space Out and Explore the Universe Without Leaving Home,Technology,Personal Tech
5308,"The recording company, which has musicians like Ed Sheeran on its books, tries to cash in on the streaming boom with a listing that would value it at up to $13.3 billion.",2020-05-26T13:47:50+0000,News,498,7.0,Warner Music Launches Its I.P.O.,Business Day,Media
5309,"Historically speaking, when white people are afraid, it is usually people of color who get hurt.",2020-05-27T19:15:57+0000,Op-Ed,1044,27.0,A White Damsel Leveraged Racial Power and Failed,Opinion,
5310,Blizzards of bugs are descending on India at an already tough time. Scientists say climate change is making the infestation worse.,2020-05-27T08:52:25+0000,News,649,16.0,‘Overtaken by Aliens’: India Faces Another Plague as Locusts Swarm,World,Asia Pacific
5311,Looking at a pandemic’s ups and downs.,2020-05-27T19:00:01+0000,Interactive Feature,0,,54 Ways Coronavirus Has Changed Our World,Sunday Review,
5313,"Sätra Brunn, a historic 62-acre health village in southeast Sweden, is for sale for $7.2 million.",2020-05-27T13:30:24+0000,Slideshow,0,,For Sale: An Entire Swedish Village,Real Estate,
5314,"Twitter added a link to two of President Trump’s tweets in which he had made false claims about mail-in ballots, urging people to “get the facts.”",2020-05-26T22:30:32+0000,News,1404,1.0,Twitter Refutes Inaccuracies in Trump’s Tweets About Mail-In Voting,Technology,
5320,"In “Entangled Life,” the biologist Merlin Sheldrake shines a celebratory spotlight on the little understood features and functions of fungal networks.",2020-05-27T09:00:01+0000,Review,1103,5.0,"Whether You’re Making a Meal or Cleaning an Oil Spill, There’s a Fungus for That",Books,
5321,This documentary about allegations against the music mogul Russell Simmons generated controversy at Sundance when Oprah Winfrey pulled out as an executive producer.,2020-05-27T23:49:36+0000,Review,1024,4.0,‘On the Record’ Review: A Black Woman Says ‘#MeToo’,Movies,
5322,"An old woman leaves a pot of food on a rock outside her daughter’s house. A century later, others roll trays of meals to people with Covid-19.",2020-05-26T09:00:13+0000,News,973,10.0,She Fed Her Sick Flock During the 1918 Pandemic. Her Legacy Lives On.,New York,
5323,"In Washington State and Italy, the first confirmed cases were not linked to the outbreaks that followed, the analysis found. The epidemics were seeded later.",2020-05-27T19:56:46+0000,News,1293,4.0,"Coronavirus Epidemics Began Later Than Believed, Study Concludes",Health,
5324,"An accomplished actor steps back into the sitcom world in “Space Force,” created with another veteran of “The Office.”",2020-05-27T18:52:03+0000,News,715,4.0,"‘Space Force’ Review: Steve Carell, in a Familiar Orbit on Netflix",Arts,Television
5327,The Taliban stand on the brink of realizing their most fervent desire: U.S. troops leaving Afghanistan. They have given up little of their extremist ideology to do it.,2020-05-26T09:00:24+0000,News,3653,1.0,How the Taliban Outlasted a Superpower: Tenacity and Carnage,World,Asia Pacific
5328,"In “Fairest,” Meredith Talusan looks back on her life lived at the intersection of genders, races, sexualities and cultures.",2020-05-26T09:00:08+0000,Review,597,50.0,"From the Philippines to Harvard, Boyhood to Womanhood, a Coming-of-Age Across Borders",Books,Book Review
5329,"Persistent clouds did not clear in time, pushing the launch back to either Saturday or Sunday, the next window of opportunity.",2020-05-27T21:29:00+0000,News,904,21.0,SpaceX Launch of NASA Astronauts Is Postponed Over Weather,Science,
5330,"Elon Musk’s spacecraft company is scheduled to send two astronauts into orbit today, a major milestone for the commercial space business.",2020-05-27T11:04:28+0000,News,1586,,One Giant Leap for SpaceX,Business Day,DealBook
5331,The New York Times is seeking photos and videos from the scene of Mr. Floyd’s arrest in Minneapolis on May 25.,2020-05-27T17:32:05+0000,News,82,,Do You Have Video of George Floyd’s Arrest?,Reader Center,
5332,"Mr. Hann, who tested positive for the novel coronavirus, drew customers from Columbia University and a NASA office to his folding tables covered with used books.",2020-05-27T21:37:19+0000,Obituary (Obit),562,25.0,"Steve Hann, Sidewalk Bookseller With a Brainy Following, Dies at 67",Obituaries,
5335,Here’s how college students whose summer plans fell through can line up virtual internships.,2020-05-27T09:00:09+0000,News,1214,3.0,It’s Not Too Late to Get a Virtual Internship,Well,Family
5336,"The unpredictability of life during the pandemic has been hard on everyone, but it has caused particular stress for many college students.",2020-05-27T09:00:26+0000,News,1528,11.0,"Scattered to the Winds, College Students Mourn Lost Semester",U.S.,
5337,"Christian Cooper is already back birding at Central Park. “I’m not excusing the racism,” he said. “But I don’t know if her life needed to be torn apart.”",2020-05-27T18:08:07+0000,News,1008,23.0,"The Bird Watcher, That Incident and His Feelings on the Woman’s Fate",New York,
5338,And when will we be able to say something like that again?,2020-05-27T09:00:26+0000,News,1314,14.0,15 Summer TV Shows We’re Looking Forward To,Arts,Television
5339,"From his home in New York, Vikas Khanna, the TV host, writer and former executive chef at Junoon, is running a relief effort that distributes food to vulnerable Indians.",2020-05-27T07:00:15+0000,News,1032,8.0,This Chef Has a Michelin Star and a Mission: Feeding Millions in India’s Lockdown,World,Asia Pacific
5340,The Sydnor-Joneses had finally moved into an actual home by scrimping and saving. But the pandemic has stymied their resourcefulness.,2020-05-26T09:00:05+0000,Interactive Feature,0,40.0,"For Families Already Stretched to the Limit, the Pandemic Is a Disaster",Magazine,
5341,A plunge in oil prices has hammered the state’s economy — but also shown a glimpse of a different possible future.,2020-05-27T03:24:52+0000,Interactive Feature,0,44.0,"In Louisiana, Covid-19 Has Achieved What Big Oil Protesters Could Not",Magazine,
5343,"As the pandemic guts the livelihoods of formerly stable families, the federal government seems unwilling to act on the necessary scale.",2020-05-27T03:23:57+0000,Interactive Feature,0,46.0,Can America’s Middle Class Be Saved from a New Depression?,Magazine,
5344,"For some Americans, the biggest concern is the threat they feel from other people’s irresponsible behavior.",2020-05-26T23:46:45+0000,briefing,1353,,Coronavirus Briefing: What Happened Today,U.S.,
5345,"More than 100,000 Americans have now died from the virus.",2020-05-27T23:21:42+0000,briefing,1193,,Coronavirus Briefing: What Happened Today,U.S.,
5346,"The track’s determination not to police the crowd, and the local sheriff’s department’s refusal to intervene, underscored the confusion and conflict that can occur as sports reopen in the pandemic.",2020-05-27T18:35:57+0000,News,827,10.0,"N. Carolina Speedway Packs Its Stands, Drawing Governor’s Rebuke",Sports,Auto Racing
5347,We’re making food from our favorite restaurants at home.,2020-05-26T20:11:00+0000,Interactive Feature,0,,12 Restaurants America Loves. With Recipes!,Food,
5348,"If your child is extra clingy right now, here’s why — and what you can do about it.",2020-05-27T09:00:21+0000,News,1183,,"I Love You, Kid, but Please Get Off Me",Parenting,
5349,Here’s what you need to know at the end of the day.,2020-05-26T22:19:41+0000,briefing,1191,,"Reopening, Child Hunger, J.K. Rowling: Your Tuesday Evening Briefing",Briefing,
5351,The University of California has announced that SAT and ACT scores no longer factor in its admissions decisions. Should other colleges and universities follow suit?,2020-05-26T09:00:04+0000,News,1235,,Should Students Be Required to Take the SAT and ACT to Apply to College?,The Learning Network,
5355,"Splashy events that drew big, lucrative crowds have been canceled, and a market that is already growing more comfortable with online sales may find them more attractive in the future.",2020-05-26T07:00:11+0000,News,1137,2.0,Classic Car Auctions Upended by Coronavirus,Business Day,
5357,"After Covid-19 killed his wife, George Crouch had little spirit to fight his own battle against the disease. But he found common ground with a military visitor.",2020-05-25T07:00:08+0000,News,1090,9.0,A 96-Year-Old Veteran Was Near Death. Then He Met His Social Worker.,New York,
5358,The court’s action left in place a court order requiring prison officials to move more than 800 older or medically vulnerable prisoners from a facility that has seen nine deaths from Covid-19.,2020-05-26T18:07:57+0000,News,691,9.0,Supreme Court Refuses to Stop Order to Move Inmates From Virus-Ravaged Prison,U.S.,Politics
5359,"The 1919 Stanley Cup finals were more than a century ago, but they are bound to current reality by the struggle against a deadly virus and the push for sports to return.",2020-05-25T07:00:08+0000,News,1558,1.0,The Cost of Rushing Back to Sports: A Star’s Life,Sports,Hockey
5360,"With parties forbidden, nightclubs closed and many beaches restricting access, young New York professionals are giving up their seasonal rental shares.",2020-05-25T21:05:16+0000,News,1203,10.0,Another Summer Ritual Canceled: The Beach House Share,New York,
5364,Here’s what you need to know.,2020-05-27T04:15:59+0000,briefing,1513,,"China’s Workers, Boris Johnson, SpaceX Launch: Your Wednesday Briefing",Briefing,
5365,"Quotation of the Day for Wednesday, May 27, 2020.",2020-05-27T07:00:49+0000,News,61,3.0,"Quotation of the Day: Chess Cheers as a Master Recovers, and Plays",Today’s Paper,
5366,“Spirits of Latin America” by Ivy Mix uses the classics as a starting point.,2020-05-26T19:45:28+0000,News,205,3.0,"Cocktails Beyond the Margarita, Mojito and Pisco Sour",Food,
5367,This word has appeared in two articles on NYTimes.com in the past year.,2020-05-27T06:00:01+0000,News,211,,Word + Quiz: cummerbund,The Learning Network,
5368,"What to do with a business that involves close physical contact with clients? Innovate and, if you’re lucky, grow — but at a distance.",2020-05-26T09:00:22+0000,News,1641,,Keeping Clients Fit During the Pandemic by Going Virtual,Business Day,
5369,"In this lesson, students will learn about a high school senior who is a record-setting middle-distance runner.",2020-05-27T12:09:00+0000,News,481,,Lesson of the Day: ‘Athing Mu Might Be America’s Fastest Teenager. How Much Faster Will She Be in 2021?’,The Learning Network,
5370,The Democratic nominee needs someone to energize the party's coalition and balance the ticket.,2020-05-26T09:00:14+0000,Op-Ed,1096,25.0,Why a Biden Victory Hinges on Picking the Right Running Mate,Opinion,
5371,Charlatan was one of two horses trained by Bob Baffert that tested positive for a banned numbing agent at a recent meet in Arkansas.,2020-05-26T22:13:31+0000,News,1002,9.0,"Charlatan, a Belmont Stakes Contender, Tests Positive for a Banned Substance",Sports,Horse Racing
5372,"The cookbook author David Joachim writes the weekly DigestThis.news, from the barbecue website Amazing Ribs.",2020-05-26T18:11:52+0000,News,110,3.0,New Site Aggregates Food News,Food,
5373,"Corrections that appeared in print on Wednesday, May 27, 2020.",2020-05-27T02:14:43+0000,Correction,341,22.0,"Corrections: May 27, 2020",Corrections,
5374,"The postponement, expected to be approved, could result in national recovery plans with high environmental costs, some diplomats say.",2020-05-26T22:08:39+0000,News,419,18.0,"Britain, Host of U.N. Climate Talks, Proposes Full-Year Pandemic Delay",Climate,
5375,People who stayed physically active while sheltering were less depressed and more mentally resilient than those whose activity levels declined.,2020-05-27T09:00:07+0000,News,777,,A Possible Remedy for Pandemic Stress: Exercise,Well,Move
5376,"Here are seven works that speak to the coronavirus time warp, in which days creep along but months vanish in a flash.",2020-05-26T17:22:19+0000,News,1118,2.0,A Pulse-Slowing Playlist for an Unmoored Time,Arts,Music
5377,The latest on stock market and business news during the coronavirus outbreak.,2020-05-26T04:10:26+0000,News,2175,2.0,Stocks Rise on Hopes for Economic Recovery,Business Day,
5382,Voters overwhelmingly wanted to restore former felons’ voting rights.,2020-05-26T23:43:53+0000,Editorial,1001,24.0,Republicans Tried to Suppress the Vote in Florida. And Failed.,Opinion,
5383,"The former presidential candidate on lessons from the pandemic, his next moves and why Joe Biden needs Latino voters.",2020-05-27T23:09:15+0000,News,1721,,Julián Castro: ‘It’s a Totally Porous Safety Net’,U.S.,Politics
5384,Here’s what you need to know.,2020-05-27T19:30:18+0000,briefing,1670,,"Hong Kong, Stimulus, Huawei: Your Thursday Briefing",Briefing,
5385,How tech companies and cities can work together to make transit more appealing and effective.,2020-05-27T18:24:19+0000,News,1038,,"Oh No, Here Comes the Transportation Hellscape",Technology,
5386,We want to hear your stories. Submissions needn’t be limited to romantic partners.,2020-05-26T20:28:58+0000,News,285,,Living Together in a Pandemic: How Are Your Relationships Faring?,Style,
5387,Where’s the Republican uproar over what’s gone on under his watch?,2020-05-26T23:06:49+0000,Op-Ed,1251,25.0,Mike Pompeo Is the Worst Secretary of State Ever,Opinion,
5388,New and expecting moms are facing pandemic-related fears on top of social isolation.,2020-05-27T12:31:48+0000,News,1343,,Experts Fear Increase in Postpartum Mood and Anxiety Disorders,Parenting,
5390,"Law enforcement officials told three senators that they would not be pursuing charges, but an investigation into trades by Senator Richard Burr of North Carolina appears to be proceeding.",2020-05-26T19:33:21+0000,News,1053,21.0,Justice Dept. Ends Inquiries Into 3 Senators’ Stock Trades,U.S.,Politics
5391,You want to read more but are having a hard time staying focused? This list will help keep you on track.,2020-05-27T14:31:37+0000,Interactive Feature,0,,6 Steps to Become a Better Reader,Burst,
5392,"In a ‘Saturday Night Live’ sketch from 2000, Mr. Fallon appears in blackface while impersonating his fellow comedian Chris Rock.",2020-05-27T00:17:10+0000,News,288,,Jimmy Fallon Apologizes for Blackface Skit,U.S.,
5401,The video of a white woman threatening a black man in Central Park illustrates exactly why I’m so relieved to be spending more time inside.,2020-05-26T19:00:13+0000,Op-Ed,987,,I Have Not Missed the Amy Coopers of the World,Opinion,
5402,"Over the last 20 years, some once-grand clubs have been left behind by insurgents with new money and big ideas. In Germany, their fate may be a harbinger of what is to come after the shutdown.",2020-05-27T05:00:08+0000,News,1468,9.0,Soccer’s Landscape Was Already Shifting. Then an Earthquake Struck.,Sports,Soccer
5403,Almost 35 million people have HBO. But not all of them can get HBO Max. Here’s what you need to know.,2020-05-27T20:39:59+0000,News,374,3.0,How Do I Get HBO Max if I Already Have HBO?,Business Day,Media
5404,The platform announced updates aimed at helping creators monetize their audience.,2020-05-27T15:00:05+0000,News,547,,Instagram Wants Its Influencers to Make More Money,Style,
5405,"A data-driven media installation, created to reflect marine conditions around the world, has altered with the slowing human activity.",2020-05-27T15:23:00+0000,News,844,2.0,‘More Blue’: An Artwork Shows the Sea Changing During Lockdown,Arts,Art & Design
5406,"Yes, if you follow some common-sense guidelines. Here are some answers from health experts.",2020-05-27T21:45:38+0000,News,1034,12.0,Is Takeout and Delivery Food Safe?,Food,
5407,"On Twitter and at a news conference, the president said Joe Scarborough was responsible for the death of Lori Klausutis, who worked for him when he was a congressman. But Twitter refused her husband’s request to have the false tweets removed.",2020-05-26T15:19:02+0000,News,1909,1.0,Trump Pushes a Conspiracy Theory That Falsely Accuses a TV Host of Murder,U.S.,Politics
5412,And what else you need to know today.,2020-05-27T10:29:03+0000,briefing,1643,,The Persistence of Police Killings,Briefing,
5413,"“Red Dress in Black and White,” by Elliot Ackerman, features an American woman anxious to leave her Turkish husband as political unrest rages in Istanbul.",2020-05-26T09:00:09+0000,Review,629,31.0,"In His New Book, a War Novelist Turns to More Intimate Battles",Books,Book Review
5414,It also may herald the return of wearable tech.,2020-05-27T16:23:23+0000,News,1182,5.0,Elon Musk’s SpaceX Suit Is Like a Tuxedo for the Starship Enterprise,Fashion & Style,
5415,"Online sales of caterpillar kits are booming, and the chance to watch an insect turn into a butterfly has caught the imaginations of every age group in the age of social distancing.",2020-05-26T13:00:07+0000,News,986,6.0,"How to Raise a Happy, Carefree Butterfly",Real Estate,
5416,Voters often hold the president responsible for the state of the nation. But not always — and maybe not during a pandemic.,2020-05-27T09:00:01+0000,News,1150,9.0,This Anti-Trump Ad Is Just the Beginning of a Narrative Free-for-All,Magazine,
5417,"Protesters returned to the streets on Wednesday, a day after George Floyd’s death. The city’s Police Department has received many excessive force complaints, especially by black residents.",2020-05-27T23:48:03+0000,News,1697,1.0,"Minneapolis Police, Long Accused of Racism, Face Wrath of Wounded City",U.S.,
5418,"The company, one of the few publicly traded nursing home operators, received $300 million in grants and loans, mostly from the federal government.",2020-05-27T19:18:15+0000,News,1019,3.0,Nursing Home Operator Genesis Details Coronavirus Aid,Business Day,
5421,"Jim Rasenberger’s “Revolver” explores Sam Colt and the invention of the six-shooter, while Tom Clavin’s “Tombstone” looks at the gunfight at the O.K. Corral.",2020-05-26T09:00:06+0000,Review,1278,18.0,"Guns, Gunfights and the Legends of the Wild West",Books,Book Review
5422,Persuasion works better than compulsion.,2020-05-27T09:00:23+0000,Op-Ed,1018,27.0,There Are 3 Things We Have to Do to Get People Wearing Masks,Opinion,
5423,"If North Carolina won’t host the Republican Party’s convention, he’ll find a state that will.",2020-05-27T23:00:09+0000,Op-Ed,1008,26.0,Trump Will Have His Coronation,Opinion,
5427,"Increasingly, the demonstrations are a direct challenge to China’s ruling Communist Party rather than to the territory’s leadership.",2020-05-27T10:30:16+0000,News,1162,18.0,Why Are People Protesting in Hong Kong?,World,Asia Pacific
5428,"No matter how much you make, there’s never enough compost to go around. So pick your system and get started.",2020-05-27T10:00:08+0000,News,1435,,A Step-by-Step Guide to Composting,Real Estate,
5431,"Even for well-connected high earners, hiring has dried up, advancement has ceased, job searches have paused and new ventures are in jeopardy.",2020-05-27T20:47:01+0000,News,1185,6.0,"‘Just Sitting in Limbo.’ For Many Professionals, Careers Are on Hold.",Business Day,
5433,"Rest and fluids are essential, but not always enough. Here are some more things you can do to feel better.",2020-05-27T09:00:19+0000,News,1226,4.0,How to Recover From Covid-19 at Home,Smarter Living,
5436,"Mr. Floyd died after being handcuffed and pinned to the ground by an officer’s knee in an episode that was recorded on video by a bystander, inciting condemnation and protests.",2020-05-27T13:09:03+0000,News,2620,18.0,What We Know About the Death of George Floyd in Minneapolis,U.S.,
5437,He mastered both a broad range of opera roles and the art of the French song.,2020-05-27T23:14:59+0000,Obituary (Obit),802,,"Gabriel Bacquier, 95, Dies; Set Standard for French Baritones",Arts,Music
5438,"Finding work for a generation has become a major priority for the country’s leaders, who have promised a better life in exchange for a lack of political freedom.",2020-05-26T08:17:25+0000,News,1316,1.0,China’s Young Struggle for Jobs in the Post-Outbreak Era,Business Day,
5440,The leaders of the governing party can’t seem to stop doing and proposing unpopular things.,2020-05-27T09:00:17+0000,Op-Ed,1113,,Republicans Think They Can Get Away With It. They Might Be Right.,Opinion,
5441,Sweden’s controversial decision to remain open during the pandemic has buoyed its housing market. But the uncertain economic future could change that.,2020-05-27T13:30:28+0000,News,1649,,House Hunting in Sweden: An Entire 62-Acre Village for $7.2 Million,Real Estate,
5442,The congressman has been an outcast among mainstream Republicans ever since he suggested that white nationalism was not offensive. But his four primary challengers could split the vote next week.,2020-05-27T09:00:19+0000,News,1352,22.0,"Despite Racist Remarks, Steve King Might Win Tuesday’s Iowa Primary",U.S.,Politics
5445,"Airplane travel is inching back, but staying safe remains a concern. Here’s how to think about approaching a trip.",2020-05-27T09:00:25+0000,News,1694,3.0,Thinking About Flying? Here’s What You Need to Know Now,Travel,
5446,"With the economy in free fall, the resilience of share prices defies the misfortunes of most Americans.",2020-05-27T03:28:06+0000,Interactive Feature,0,,What Is the Stock Market Even for Anymore?,Magazine,
5447,"Chasing after a shrinking pool of wealthy students by increasing spending, and now vulnerable to closure because of the pandemic.",2020-05-26T16:53:27+0000,News,1224,5.0,Risky Strategy by Many Private Colleges Leaves Them Exposed,The Upshot,
5448,"Also this week, a fancy new word sums up the moment",2020-05-27T16:36:43+0000,News,1025,,Climate Change Burns Its Way Up the Pop Charts,Climate,
5452,"Quotation of the Day for Thursday, May 28, 2020.",2020-05-28T03:10:29+0000,Quote,49,3.0,Quotation of the Day: Fury in Minneapolis Over Latest in a Long Line of Police Killings,Today’s Paper,
5453,The Golden Globe winning actress reads an essay about a relationship limited by the lack of a common language.,2020-05-27T20:42:41+0000,News,219,,Modern Love Podcast: Saoirse Ronan Reads ‘Grappling With the Language of Love’,Style,
5454,"This simple meal gets its crunch from sliced vegetables, and its tenderness from pockets of cooked chickpeas.",2020-05-27T20:12:27+0000,News,606,,"A Deeply Flavorful Grain Salad, Full of Lemony Flavor",Food,
5455,"Corrections that appeared in print on Thursday, May 28, 2020.",2020-05-28T03:28:12+0000,Correction,327,25.0,"Corrections: May 28, 2020",Corrections,
5457,"International workers will no longer be able to keep a watchful eye on the nuclear programs, risking a layer of security that had sought to ensure Iran could not secretly violate a 2015 deal with world powers.",2020-05-28T00:59:14+0000,News,781,,U.S. to Penalize Work at Iranian Facilities in Latest Blow to Nuclear Accord,U.S.,Politics
5458,"Three young organizers in the Detroit area started a group for people to offer face masks, emergency cash or help navigating unemployment. They see it as part of a larger vision.",2020-05-28T07:00:10+0000,News,1444,20.0,Where Coronavirus Help on Facebook Is ‘Inherently Political’,U.S.,Politics
5459,"Unforgettable moments lost to time, from Christopher Plummer to Jennifer Holliday, now more than ever remind us of theater’s special resonance.",2020-05-28T09:00:40+0000,News,1517,4.0,The Mythic Performances That Are Keeping Me Company,Theater,
5460,And what else you need to know today.,2020-05-28T10:35:56+0000,briefing,1652,,Can You Get the Virus From a Surface?,Briefing,
5466,Bruno Dumont’s latest film is streaming on Film at Lincoln Center’s virtual cinema. And movies from Studio Ghibli are available on HBO’s new streaming service.,2020-05-28T05:00:10+0000,News,486,6.0,What’s on TV Thursday: ‘Joan of Arc’ and ‘Princess Mononoke’,Arts,Television
