abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"A growing push by lawmakers and policy experts on the right is challenging some of the small-government, free-market tenets at the heart of the Republican Party’s agenda.",2020-05-05T09:00:25+0000,News,1033,22,Coronavirus Exposes a G.O.P. Divide: Is the Market Always Supreme?,U.S.,Politics
"In “Figure It Out,” the polymathic writer turns his attention to Shakespeare, Adrienne Rich, translation and pornography, among other subjects.",2020-05-05T18:32:47+0000,Review,851,5,"Wayne Koestenbaum’s Cerebral, Smutty Essays Playfully Disobey the Rules",Books,
These are some of the people traveling across the country by train.,2020-05-06T14:51:40+0000,Op-Ed,1461,,"On Amtrak Trains, There Are Still Passengers",Opinion,
Telemedicine is teaching us new ways to communicate with our patients.,2020-05-05T09:00:10+0000,News,1041,,The New Language of Telehealth,Well,Live
"Astronomers found an intermediate black hole — not too big, not too small — that sheds light on how the universe was assembled in the dark.",2020-05-06T09:00:16+0000,News,1604,3,"Deep in the Cosmic Forest, a Black Hole Goldilocks Might Like",Science,
"The insurer has seen its earnings rise during the pandemic, so it’s awarding premium credits to people enrolled in its plans.",2020-05-07T09:00:14+0000,News,351,4,UnitedHealth Customers Will See a Discount on Next Month’s Bill,Health,
A conservative American commentator on Middle Eastern affairs gives six reasons to believe that taking over the territory would harm both U.S.-Israel relations and Israel’s status as the Jewish state.,2020-05-07T09:00:13+0000,Op-Ed,886,31,Annexing the West Bank Would Hurt Israel,Opinion,Contributors
This new documentary gets the inside story on what happened when eight people sealed themselves in a titanic terrarium.,2020-05-07T14:00:03+0000,Review,573,4,‘Spaceship Earth’ Review: A Mini-Planet With Mini-Planet Problems,Movies,
A riveting Sarah Bolger adds emotional weight to this revenge tale.,2020-05-07T13:00:03+0000,Review,429,5,‘A Good Woman Is Hard to Find’ Review: Driven to Extremes,Movies,
"An unhappy wife hatches a homicidal scheme with her old friend, a recent widow.",2020-05-07T11:00:07+0000,Review,280,6,‘Intrigo: Dear Agnes’ Review: Please Kill My Husband,Movies,
The decay of the American Rust Belt provides a backdrop for a factory worker’s transformation in this occasionally maudlin drama.,2020-05-07T11:00:08+0000,Review,270,5,‘Working Man’ Review: Evolving on the Assembly Line,Movies,
"Our critics and readers chilled out watching Spike Lee, Rosie Perez and Danny Aiello heat up. And that’s the triple truth, Ruth.",2020-05-05T22:46:46+0000,News,1449,7,Why ‘Do the Right Thing’ Is Still a Great Movie,Movies,
"The $500,000 fund comes a year after black students said they had been subjected to racist remarks by employees and patrons at the Museum of Fine Arts.",2020-05-06T03:20:57+0000,News,647,11,"After Racism Claims, Boston Museum Creates Diversity Fund",Arts,
The Washington Capitals forward Brendan Leipsic and the Florida Panthers prospect Jack Rodewald were part of a group chat that was apparently hacked.,2020-05-07T04:03:00+0000,News,309,,N.H.L. Condemns Misogynistic Remarks by 2 Players on Social Media,Sports,Hockey
"The Home of the Whopper, Verizon and Amazon are among the relative few that haven’t been afraid to run ads near coverage of the coronavirus.",2020-05-07T14:27:49+0000,News,1018,3,News Outlets Want More Advertisers to Act Like Burger King,Business Day,Media
The court ruling clears the last major obstacle to Mr. Netanyahu’s claiming a record fifth term as Israel’s leader.,2020-05-06T20:29:44+0000,News,959,21,"Israeli High Court Lets Netanyahu Form Government, Despite Indictments",World,Middle East
"Abrupt closings have stalled the learning of millions of students. U.S. education needs a rescue, an economist says, and it won’t be cheap.",2020-05-07T19:28:39+0000,News,1100,8,The School Year Really Ended in March,Business Day,
The head of NASA said the agency is working with the “Mission: Impossible” star on a new film aboard the International Space Station.,2020-05-06T00:04:16+0000,News,594,,Risky Business? NASA and Tom Cruise Talk Movie Shoot in Space,Science,
"As of May 3, according to new state data, 4,813 people had died from the virus in nursing homes.",2020-05-05T11:13:57+0000,News,2784,,"New Count Reveals 1,600 More Nursing Home Deaths in N.Y.",New York,
"No children are known to have died so far, but several have ended up in intensive care with mysterious symptoms that include enlarged coronary arteries.",2020-05-05T23:18:16+0000,News,1384,1,Children Are Falling Ill With a Baffling Ailment Related to Covid-19,New York,
"Mr. Ali, who had the novel coronavirus, dedicated his own time and finances to promoting basketball and sports among Somali youth.",2020-05-05T18:43:56+0000,Obituary (Obit),385,24,"Bana Ali, Who Championed Basketball in Somalia, Dies at 54",Obituaries,
"Among women who delivered by C-section, 68.9 percent conceived within the next three years, compared with 76.7 percent of women who delivered vaginally.",2020-05-06T16:54:56+0000,News,228,6,Women Are Less Likely to Conceive After C-Section Delivery,Well,Family
"Migraine sufferers who learned yoga, in addition to their standard medications, had fewer and less intense headaches.",2020-05-06T20:00:03+0000,News,232,6,Yoga May Help Ease Migraines,Well,Mind
The internet is bringing us closer together — but will the intimacy last?,2020-05-07T18:29:46+0000,News,164,,Does This Phone Make Me Look Human?,Podcasts,
Beanie Feldstein rocks as a nerdy high schooler who transforms into a music critic in this clever comedy.,2020-05-07T15:04:06+0000,Review,362,7,‘How to Build a Girl’ Review: Write On,Movies,
"Europe’s first presidential election since the outbreak of coronavirus will not take place in Poland on Sunday, despite a chaotic push by the governing party to press ahead with an all-postal ballot.",2020-05-07T18:28:07+0000,News,899,20,Pandemic Forces Poland to Delay Presidential Election,World,Europe
"President Trump’s travel restrictions led to an exodus from hot spots, but little rigorous testing. Another 3.2 million people filed for unemployment benefits.",2020-05-07T09:18:02+0000,News,3962,,Latinos in Some States Have Seen Higher Rates of Infection,U.S.,
"“Even if we can’t get together in person this year, Michelle and I are excited to celebrate the nationwide Class of 2020,” the former president said in announcing his commencement schedule.",2020-05-05T19:23:44+0000,News,484,,Barack Obama to Celebrate Graduating Seniors in at Least 3 Events,U.S.,
Babysitting platforms and start-ups are scrambling to switch to screen-based child care. Experts say it can work for short breaks.,2020-05-07T15:49:00+0000,News,1151,,Does Online Babysitting Work?,Parenting,
Mr. Rogowsky is streaming a comedy talk show from his New York apartment and selling vintage T-shirts on Instagram.,2020-05-07T09:00:12+0000,News,387,9,"Scott Rogowsky, of HQ Fame, Has a New Show",Style,
This delicious and simple icebox cake uses French biscuits dipped in espresso. But you can use whatever cookies you have on hand.,2020-05-06T14:20:04+0000,News,977,16,A Special Dessert No Matter What’s in Your Pantry,Magazine,
A pioneer of the gene-editing technology has devised a diagnostic test for the infection that could be as simple as a pregnancy test.,2020-05-05T13:37:18+0000,News,1167,4,"With Crispr, a Possible Quick Test for the Coronavirus",Health,
Galleries and museums are getting creative about presenting work online during the coronavirus crisis. Here are two shows worth viewing virtually.,2020-05-06T12:45:37+0000,News,509,13,2 Art Gallery Shows to Explore From Home,Arts,Art & Design
"The streets have suddenly come alive, especially at night, in many areas where social distancing is impossible.",2020-05-06T12:22:47+0000,News,1067,6,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",World,Asia Pacific
"The German band he helped found toyed with ideas about technology and society, leaving a profound mark on rock, dance music and hip-hop.",2020-05-06T17:16:52+0000,Obituary (Obit),1054,12,"Florian Schneider, 73, Dies; Revolutionized Pop Music With Kraftwerk",Arts,Music
"In a disturbingly personal documentary, a filmmaker looks back on his experience of being sexually abused as a child.",2020-05-07T13:00:08+0000,Review,292,6,‘Rewind’ Review: Filmmaking as Therapy,Movies,
"Clark Duke’s film takes an unusual perspective on a familiar genre but is weighed down by its dull, uneven pace.",2020-05-07T11:00:05+0000,Review,289,5,‘Arkansas’ Review: A Mumblecore Mob Drama,Movies,
The Washington Capitals forward Brendan Leipsic and the Florida Panthers prospect Jack Rodewald were part of a group chat that was apparently hacked.,2020-05-07T04:03:00+0000,News,309,,N.H.L. Condemns Misogynistic Remarks by 2 Players on Social Media,Sports,Hockey
"The Home of the Whopper, Verizon and Amazon are among the relative few that haven’t been afraid to run ads near coverage of the coronavirus.",2020-05-07T14:27:49+0000,News,1018,3,News Outlets Want More Advertisers to Act Like Burger King,Business Day,Media
"A rock climber, tinkerer and musician, he was a general surgeon who died of the novel coronavirus after volunteering to help Covid-19 patients.",2020-05-06T20:11:58+0000,Obituary (Obit),466,22,"Dr. Barry Webber, Surgeon Who Stuck With His Patients, Dies at 67",Obituaries,
Restaurants have become the economic lifeblood for many cities. The coronavirus threatens to take away more than just delicious food.,2020-05-07T09:00:34+0000,News,1567,3,"As Restaurants Remain Shuttered, American Cities Fear the Future",U.S.,
"With his flawless English, he sometimes translated for both American and Chinese officials, making him the “indispensable man.”",2020-05-05T22:26:22+0000,Obituary (Obit),734,24,"Ji Chaozhu, Interpreter for China During Nixon’s Trip, Dies at 90",World,Asia Pacific
Mr. Rogowsky is streaming a comedy talk show from his New York apartment and selling vintage T-shirts on Instagram.,2020-05-07T09:00:12+0000,News,387,9,"Scott Rogowsky, of HQ Fame, Has a New Show",Style,
This delicious and simple icebox cake uses French biscuits dipped in espresso. But you can use whatever cookies you have on hand.,2020-05-06T14:20:04+0000,News,977,16,A Special Dessert No Matter What’s in Your Pantry,Magazine,
Babysitting platforms and start-ups are scrambling to switch to screen-based child care. Experts say it can work for short breaks.,2020-05-07T15:49:00+0000,News,1151,,Does Online Babysitting Work?,Parenting,
"The insurer has seen its earnings rise during the pandemic, so it’s awarding premium credits to people enrolled in its plans.",2020-05-07T09:00:14+0000,News,351,4,UnitedHealth Customers Will See a Discount on Next Month’s Bill,Health,
A conservative American commentator on Middle Eastern affairs gives six reasons to believe that taking over the territory would harm both U.S.-Israel relations and Israel’s status as the Jewish state.,2020-05-07T09:00:13+0000,Op-Ed,886,31,Annexing the West Bank Would Hurt Israel,Opinion,Contributors
This new documentary gets the inside story on what happened when eight people sealed themselves in a titanic terrarium.,2020-05-07T14:00:03+0000,Review,573,4,‘Spaceship Earth’ Review: A Mini-Planet With Mini-Planet Problems,Movies,
A riveting Sarah Bolger adds emotional weight to this revenge tale.,2020-05-07T13:00:03+0000,Review,429,5,‘A Good Woman Is Hard to Find’ Review: Driven to Extremes,Movies,
The decay of the American Rust Belt provides a backdrop for a factory worker’s transformation in this occasionally maudlin drama.,2020-05-07T11:00:08+0000,Review,270,5,‘Working Man’ Review: Evolving on the Assembly Line,Movies,
"An unhappy wife hatches a homicidal scheme with her old friend, a recent widow.",2020-05-07T11:00:07+0000,Review,280,6,‘Intrigo: Dear Agnes’ Review: Please Kill My Husband,Movies,
"Our critics and readers chilled out watching Spike Lee, Rosie Perez and Danny Aiello heat up. And that’s the triple truth, Ruth.",2020-05-05T22:46:46+0000,News,1449,7,Why ‘Do the Right Thing’ Is Still a Great Movie,Movies,
"The $500,000 fund comes a year after black students said they had been subjected to racist remarks by employees and patrons at the Museum of Fine Arts.",2020-05-06T03:20:57+0000,News,647,11,"After Racism Claims, Boston Museum Creates Diversity Fund",Arts,
"Astronomers found an intermediate black hole — not too big, not too small — that sheds light on how the universe was assembled in the dark.",2020-05-06T09:00:16+0000,News,1604,3,"Deep in the Cosmic Forest, a Black Hole Goldilocks Might Like",Science,
"The drug company, along with a German partner, is running tests in healthy volunteers. It’s one of several companies on an accelerated timetable to try to find a safe, effective vaccine.",2020-05-05T10:45:06+0000,News,675,,Pfizer Begins Human Trials of Possible Coronavirus Vaccine,Health,
"A growing push by lawmakers and policy experts on the right is challenging some of the small-government, free-market tenets at the heart of the Republican Party’s agenda.",2020-05-05T09:00:25+0000,News,1033,22,Coronavirus Exposes a G.O.P. Divide: Is the Market Always Supreme?,U.S.,Politics
"Time and time again, baseball has helped our country recover and come together in times of loss. It can help us during the pandemic, too.",2020-05-05T09:00:17+0000,Op-Ed,1114,,We Have to Bring Baseball Back,Opinion,
"“Our businesses have been hugely impacted,” the company’s C.E.O. said after quarterly profit dropped more than 90 percent. And that was for a period only partly upended by the coronavirus.",2020-05-05T22:36:50+0000,News,870,4,"Disney Takes a Pandemic Hit, and There’s Worse to Come",Business Day,Media
"Hundreds of the fast-food chain’s locations aren’t serving hamburgers and grocery stores are limiting meat purchases, as shoppers begin to feel the impact of meatpacking plant shutdowns.",2020-05-05T17:33:07+0000,News,922,1,A Wendy’s With No Burgers as Meat Production Is Hit,Business Day,
Telemedicine is teaching us new ways to communicate with our patients.,2020-05-05T09:00:10+0000,News,1041,,The New Language of Telehealth,Well,Live
Many sources of the nation’s strength have eroded.,2020-05-05T22:28:40+0000,Op-Ed,1391,27,Make America Immune Again,Opinion,
We have to prepare for what comes after.,2020-05-06T09:00:12+0000,Op-Ed,1238,,They Survived Covid-19. Now They Need to Learn to Walk Again.,Opinion,
The bands’ looks were over-the-top. So were the aesthetics of their clips for MTV.,2020-05-05T21:36:09+0000,News,1745,,15 Essential Hair-Metal Videos,Arts,Music
"With gyms closed and nowhere to go, more people are shelling out $2,245 for the workout bike.",2020-05-06T06:00:46+0000,News,1131,1,"People Are Panic-Buying Meat, Toilet Paper … and Pelotons?",Technology,
"The streets have suddenly come alive, especially at night, in many areas where social distancing is impossible.",2020-05-06T12:22:47+0000,News,1067,6,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",World,Asia Pacific
"The coalition, which includes Amazon, plans to pour $2 million into ads opposing President Trump’s call for higher package delivery rates and pressing for Congress to help the service.",2020-05-06T22:06:17+0000,News,813,23,Online Retailers Spend Millions on Ads Backing Postal Service Bailout,U.S.,Politics
"The president’s cure-can’t-be-worse-than-the-disease logic is clear: As bad as the virus may be, the cost of the virtual national lockdown has grown too high.",2020-05-07T00:02:06+0000,News Analysis,1446,1,Trump’s New Coronavirus Message: Time to Move On to the Economic Recovery,U.S.,Politics
Get ready for more “mini-epidemics.”,2020-05-06T09:00:01+0000,Interactive Feature,0,,Don’t Be Fooled by America’s Flattening Curve,Opinion,
"With gyms closed and nowhere to go, more people are shelling out $2,245 for the workout bike.",2020-05-06T06:00:46+0000,News,1131,1,"People Are Panic-Buying Meat, Toilet Paper … and Pelotons?",Technology,
"Carbone, Sant Ambroeus and others are offering Parmesan and Milanese versions of the favorite.",2020-05-05T16:56:35+0000,News,510,5,"An Italian Specialty for Spring, Veal, for Takeout and Delivery",Food,
"The streets have suddenly come alive, especially at night, in many areas where social distancing is impossible.",2020-05-06T12:22:47+0000,News,1067,6,"As India Loosens Its Strict Lockdown, Coronavirus Deaths Jump Sharply",World,Asia Pacific
"In this Covid-19 spring, a socially hungry person is inclined to see faces where there are none.",2020-05-05T07:00:14+0000,News,286,8,"Faces, Faces Everywhere",Health,
Is Beijing keeping a secret? Or are the exact origins of the coronavirus still a mystery?,2020-05-07T10:00:04+0000,News,324,,The Chinese Lab Theory,Podcasts,The Daily
"The German band he helped found toyed with ideas about technology and society, leaving a profound mark on rock, dance music and hip-hop.",2020-05-06T17:16:52+0000,Obituary (Obit),1054,12,"Florian Schneider, 73, Dies; Revolutionized Pop Music With Kraftwerk",Arts,Music
"The White House rejected C.D.C. guidelines for reopening, and states ignored White House criteria.",2020-05-07T23:29:16+0000,briefing,1350,,Coronavirus Briefing: What Happened Today,U.S.,
"This week’s properties include a four-bedroom in Irvington, N.Y., and a six-bedroom in Monroe, Conn.",2020-05-07T13:00:34+0000,News,131,,Homes for Sale in New York and Connecticut,Real Estate,
"Millions of Italians went back to the office this week. But with schools and day care closed and grandparents at risk, many feel the coronavirus has upended their futures as working parents.",2020-05-06T23:34:33+0000,News,1236,6,Parents Nervously Return to Work in Italy. Children Are Still at Home.,World,Europe
"An unhappy wife hatches a homicidal scheme with her old friend, a recent widow.",2020-05-07T11:00:07+0000,Review,280,6,‘Intrigo: Dear Agnes’ Review: Please Kill My Husband,Movies,
"Our critics and readers chilled out watching Spike Lee, Rosie Perez and Danny Aiello heat up. And that’s the triple truth, Ruth.",2020-05-05T22:46:46+0000,News,1449,7,Why ‘Do the Right Thing’ Is Still a Great Movie,Movies,
"The $500,000 fund comes a year after black students said they had been subjected to racist remarks by employees and patrons at the Museum of Fine Arts.",2020-05-06T03:20:57+0000,News,647,11,"After Racism Claims, Boston Museum Creates Diversity Fund",Arts,
"President Trump said he and Vice President Mike Pence, as well as the White House staff, would now be tested on a daily basis.",2020-05-07T23:41:22+0000,News,1037,10,White House Rattled by a Military Aide’s Positive Coronavirus Test,U.S.,Politics
Not a day goes by that I don’t come across a reference to your novel “Love in the Time of Cholera.” It’s impossible not to speculate about what you would have made of all this.,2020-05-06T19:00:05+0000,Op-Ed,1226,,"A Letter to My Father, Gabriel García Márquez",Opinion,
The British government’s tool to track infected people puts it at odds with Apple and Google on privacy.,2020-05-07T14:27:11+0000,News,1168,6,"Eager to Corral the Coronavirus, U.K. Tests a Disputed Tracing App",World,Europe
"As countries move ahead despite limited knowledge, whole societies are becoming unwitting test subjects of what works — and what they’re willing to give up.",2020-05-07T21:28:30+0000,News,1356,5,Reopenings Mark a New Phase: Global ‘Trial-and-Error’ Played Out in Lives,World,Europe
"The German musician, who died at 73, shaped sounds that provided templates for countless varieties of electronic dance music, rock and hip-hop.",2020-05-07T16:56:21+0000,News,1043,3,"Florian Schneider’s 10 Essential Songs, in Kraftwerk and Beyond",Arts,Music
There’s a lot you can do with the food scraps you usually throw away.,2020-05-07T07:00:08+0000,News,1246,4,How to Embrace Your Inner Trash Animal,Style,
The HBO mini-series “I Know This Much Is True” is a tale of twins who set a high bar for tragedy.,2020-05-07T22:09:32+0000,News,737,14,"Review: Mark Ruffalo, Times Two, in the Saddest Story Ever Told",Arts,Television
"For $399, this smartphone hits the high notes: speedy, a great camera and a nice screen. Took long enough, didn’t it?",2020-05-06T19:12:14+0000,News,1314,7,Apple iPhone SE Review: A Superb Smartphone for a Humble Price,Technology,Personal Tech
"The amount of atmospheric data routinely gathered by commercial airliners has dropped sharply as a result of the coronavirus, the World Meteorological Organization announced.",2020-05-07T20:14:40+0000,News,835,,Coronavirus Could Disrupt Weather Forecasting,Climate,
"The extraordinary move came after Mr. Flynn, the former national security adviser, fought the case in court for months, a reversal after pleading guilty twice and cooperating with investigators.",2020-05-07T18:45:14+0000,News,1915,1,"U.S. Drops Michael Flynn Case, in Move Backed by Trump",U.S.,Politics
Candidates and political parties are struggling to plan for a fall campaign without some of the most basic building blocks of politics.,2020-05-07T09:00:34+0000,News,1591,21,"Knock, Knock, Who’s There? No Political Canvassers, for the First Time Maybe Ever",U.S.,Politics
Thomas Adès and Kirill Gerstein’s collaboration is taking its place amid the greats of music history.,2020-05-07T14:00:07+0000,News,1595,10,A Pianist Has Cracked a Composer’s Code,Arts,Music
"Abrupt closings have stalled the learning of millions of students. U.S. education needs a rescue, an economist says, and it won’t be cheap.",2020-05-07T19:28:39+0000,News,1100,8,The School Year Really Ended in March,Business Day,
Gov. Brian Kemp suspended the requirement that most Georgians pass a behind-the-wheel test when applying for licenses last month.,2020-05-07T21:28:36+0000,News,644,,"Nearly 20,000 Georgia Teens Are Issued Driver’s Licenses Without a Road Test",U.S.,
The court ruling clears the last major obstacle to Mr. Netanyahu’s claiming a record fifth term as Israel’s leader.,2020-05-06T20:29:44+0000,News,959,21,"Israeli High Court Lets Netanyahu Form Government, Despite Indictments",World,Middle East
"Mr. Arbery, 25, was killed after two men pursued him in a South Georgia neighborhood, a confrontation that was caught on video. A prosecutor said charges should be considered in the case.",2020-05-05T19:36:27+0000,News,916,25,Ahmaud Arbery’s Killing Will Go to Grand Jury as Graphic Video Emerges,U.S.,
The pandemic is making clear that rural Americans are left behind. Less clear is how to fix it.,2020-05-05T16:40:44+0000,News,1010,,Why Rural America’s Digital Divide Persists,Technology,
Tuesday: Here’s what we know about the soon-to-be-relaxed stay-at-home order. Also: the state’s economy; and virtual tourism.,2020-05-05T13:09:45+0000,briefing,1249,,"Reopening Will Start Friday, Newsom Says",U.S.,
"This is what it was like to have a baby in New York City, just as hospitalizations and deaths from coronavirus were beginning to rise.",2020-05-05T09:00:08+0000,News,765,16,‘I’m Officially Scared’: Giving Birth in a Hospital During a Pandemic,New York,
"Education Secretary Betsy DeVos released final regulations for schools dealing with sexual misconduct, giving them the force of law for the first time and bolstering due-process rights.",2020-05-06T15:30:35+0000,News,1712,24,DeVos’s Rules Bolster Rights of Students Accused of Sexual Misconduct,U.S.,Politics
"Some businesses, like some people, are “super-spreaders.”",2020-05-06T09:00:01+0000,Interactive Feature,0,2,Is It Safer to Visit a Coffee Shop or a Gym?,Opinion,Sunday Review
A trip to YouTube for a conversation with the woman trying to change it.,2020-05-07T20:06:28+0000,News,282,,Four: Headquarters,Podcasts,
Detailed guidelines for reopening drafted by the Centers for Disease Control and Prevention were blocked from publication after Trump administration officials labeled them “overly prescriptive.”,2020-05-07T19:15:33+0000,News,1137,1,White House Rejects C.D.C.’s Coronavirus Reopening Plan,U.S.,Politics
"Democrats hope to extend a program that increased unemployment benefits by $600 a week. Republicans have criticized it as overly generous, creating a disincentive to work.",2020-05-07T16:18:03+0000,News,1267,,Jobless Aid Fuels Partisan Divide Over Next Pandemic Rescue Package,U.S.,
"Long before the insects found their way to American shores, some Japanese prized them for their numbing crunch and the venomous buzz they add to liquor.",2020-05-05T10:25:37+0000,News,1031,19,"In Japan, the ‘Murder Hornet’ Is Both a Lethal Threat and a Tasty Treat",World,Asia Pacific
Molly Ball’s biography reveals a shrewd and battle-hardened political leader.,2020-05-05T09:00:05+0000,Review,1342,39,Nancy Pelosi’s Brilliant Career,Books,Book Review
"In Percival Everett’s novel “Telephone,” a geologist wrestles with reality after his daughter is stricken with a degenerative disease.",2020-05-05T09:00:09+0000,Review,761,42,He Can’t Save His Daughter. Can He Save Himself?,Books,Book Review
"Sixty-four children in the state have been hospitalized with a mysterious illness that may be linked to Covid-19, officials said.",2020-05-07T09:11:35+0000,briefing,1102,,Coronavirus in N.Y.C.: Latest Updates,New York,
"BlackRock’s C.E.O., Larry Fink, is worried about what happens when the bill for government rescues comes due.",2020-05-07T11:00:18+0000,News,1557,,"After the Bailouts, Will Taxes Go Up?",Business Day,DealBook
"Look closely at this image, then tell us how it relates to or comments on our world right now.",2020-05-07T07:00:01+0000,News,86,,Baseball,The Learning Network,
"We swerve when we witness the truth, when we become aware. We shift gears and find our way.",2020-05-07T09:00:05+0000,News,248,,A Poem About Changing Course,Magazine,
"Ron Lieber, the Your Money columnist, and Tara Siegel-Bernard, a personal finance reporter for The Times, shared some of their best advice and their own financial strategies.",2020-05-07T09:00:16+0000,News,666,2,How Our Personal Finance Writers Are Adjusting Their Spending,Reader Center,
Here’s what you need to know.,2020-05-07T10:29:45+0000,briefing,1524,,"Coronavirus, President Trump, India: Your Thursday Briefing",Briefing,
"If I have to wear one, digitized anthropomorphic animals do, too.",2020-05-07T09:00:01+0000,News,150,12,Judge John Hodgman on Wearing Masks in Animal Crossing,Magazine,
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-07T09:00:14+0000,News,454,,Thursday’s Livestreaming Events: Frances McDormand in ‘Oedipus Rex’ and the Indigo Girls,Arts,
Iced cookies too exquisite to eat — and more.,2020-05-07T14:00:03+0000,News,1204,,The T List: Five Things We Recommend This Week,T Magazine,
The president said the resolution was an “insulting” move to limit his powers as commander in chief.,2020-05-07T01:42:17+0000,News,694,,Trump Vetoes Measure Demanding Congressional Approval for Iran Conflict,U.S.,Politics
"It’s a failure that all the energy and marketing muscle goes to the Lexus of smartphones, not the Corollas. This is starting to change.",2020-05-07T16:46:06+0000,News,933,,Your iPhone Costs Too Much,Technology,
You’re either a liberal snowflake controlled by big government or a greedy conservative willing to sacrifice Grandma for the economy. It took less than two months for Americans to get here.,2020-05-07T22:19:04+0000,News,954,,The New Culture War,U.S.,Politics
He is forcing workers to choose between a paycheck and their health.,2020-05-07T09:00:17+0000,Op-Ed,774,,Trump’s Dangerous Decision on Meatpacking Plants,Opinion,
We are honoring each of the top eight winners of our Student STEM Writing Contest by publishing their essays. This one is by Allison He.,2020-05-07T20:27:51+0000,News,613,,The Dunning-Kruger Effect: Why Incompetence Begets Confidence,The Learning Network,
We are honoring each of the top eight winners of our Student STEM Writing Contest by publishing their essays. This one is by William Chesney.,2020-05-07T20:29:22+0000,News,624,,"A New Cancer Treatment That Is Faster, More Efficient and Less Risky Is Coming: Bacteria Bombs",The Learning Network,
Examining the Manhattan housing market’s recovery from past economic traumas for clues about how long it may take this time.,2020-05-07T13:00:11+0000,News,440,2,What Can 9/11 and the Great Recession Tell Us About Coronavirus Recovery?,Real Estate,
The Supreme Court weighs whether Electoral College electors can vote their preference for president rather than the choice of their state.,2020-05-07T09:00:16+0000,Op-Ed,1506,,The Real Vote Suppression Threat,Opinion,
New York City’s subway closed overnight for the first time since 1904. We sent six photographers to document how it unfolded.,2020-05-07T09:00:34+0000,News,1543,8,Here’s What the First Night of the Subway Shutdown Looked Like,New York,
The league will be the focus of the soccer world when play resumes. Its fate may determine what happens to sports well beyond Germany’s border.,2020-05-07T11:56:18+0000,News,957,11,Germany’s Bundesliga to Return May 16,Sports,
"For conspiring to inflate drug prices, Apotex will pay $24 million and cooperate with the Justice Department’s investigation into the pharmaceutical industry.",2020-05-07T14:10:41+0000,News,760,6,Generic Drug Maker Admits to Fixing Prices for Cholesterol Medication,U.S.,Politics
New York City’s subway closed overnight for the first time since 1904. We sent six photographers to document how it unfolded.,2020-05-07T09:00:34+0000,News,1543,8,Here’s What the First Night of the Subway Shutdown Looked Like,New York,
"For conspiring to inflate drug prices, Apotex will pay $24 million and cooperate with the Justice Department’s investigation into the pharmaceutical industry.",2020-05-07T14:10:41+0000,News,760,6,Generic Drug Maker Admits to Fixing Prices for Cholesterol Medication,U.S.,Politics
The league will be the focus of the soccer world when play resumes. Its fate may determine what happens to sports well beyond Germany’s border.,2020-05-07T11:56:18+0000,News,957,11,Germany’s Bundesliga to Return May 16,Sports,
A suburban fashionista falls for a Hollywood punk in this remake of the cult 1983 rom-com.,2020-05-08T04:01:04+0000,Review,332,6,‘Valley Girl’ Review: A Jukebox Musical in the Key of Irony,Movies,
"Set in the 1940s, the series envisions an alternate history for women of color in the movies. Harrier talked about what she learned from the role — and what it was like to wear those amazing clothes.",2020-05-07T11:00:10+0000,News,1352,,Laura Harrier on Rewriting Hollywood in Netflix’s ‘Hollywood’,Arts,Television
"Electric Hummers and Cybertrucks, as well as the next generation of S.U.V.s, will signal the arrival of the E.V. era in America if they start to sell in big numbers.",2020-05-07T10:00:10+0000,News,1413,8,New Breed of Pickups Mixes Horsepower and Battery Power,Business Day,
"As quarantine drags on, two journalists have an honest conversation about the hard-to-ignore rising levels of stress.",2020-05-08T13:32:24+0000,News,945,,How Coronavirus Is Taking a Toll on Mental Health,U.S.,
"The defeat of the measure allows President Trump to continue to act unilaterally on Iran, in defiance of Congress.",2020-05-07T18:19:54+0000,News,749,22,"Failing to Override a Veto, Senate Falls Short of Curbing Trump’s Iran War Powers",U.S.,Politics
"The court said there was evidence of “wrongdoing” by two associates of Chris Christie, the former New Jersey governor, but no federal crime.",2020-05-07T14:27:09+0000,News,1369,1,Supreme Court Unanimously Overturns ‘Bridgegate’ Convictions,U.S.,
Residents in eastern India woke up in the middle of the night surrounded by a cloud of styrene vapor. Many couldn’t breathe.,2020-05-07T04:01:32+0000,News,1068,18,Gas Leak in India at LG Factory Kills 11 and Sickens Hundreds,World,Asia Pacific
How parents in food-insecure households are stretching meals and struggling to nourish their kids during the pandemic.,2020-05-07T13:11:20+0000,News,2603,,‘I Know You’re Angry With Me Right Now Because You’re Hungry’,Parenting,
"The first female director of a major botanic garden in the U.S., she was a daily presence at the Brooklyn Botanic Garden even after she retired.",2020-05-07T21:40:17+0000,Obituary (Obit),1027,28,"Elizabeth Scholtz, Barrier-Breaking Garden Director, Dies at 98",New York,
"Appointment viewing is back. Find out what online events to look for today, and when to tune in.",2020-05-08T09:00:15+0000,News,1411,,This Weekend’s Livestreaming Events: Tim McGraw and a Broadway Mother’s Day,Arts,
A trite premise is stretched glacially over 90 minutes in this erotic thriller that runs low on both erotics and thrills.,2020-05-07T13:00:04+0000,Review,284,6,‘Clementine’ Review: Lovers by the Lake,Movies,
